,event,site,date_played,white,black,result,white_elo,black_elo,winner,loser
1637,Fujitsu-Siemens Giants,Frankfurt GER,2000-06-25,"Shirov,A","Kasparov,G",1/2-1/2,2751,2851,draw,draw
1638,Fujitsu-Siemens Giants,Frankfurt GER,2000-06-25,"Kasparov,G","Kramnik,V",1/2-1/2,2851,2758,draw,draw
1639,Fujitsu-Siemens Giants,Frankfurt GER,2000-06-25,"Morozevich,A","Kasparov,G",0-1,2748,2851,"Kasparov,G","Morozevich,A"
1640,Kasparov simul ACE,Deurne BEL,2000-08-21,"Kasparov,G",Colindo,1-0,2849,,"Kasparov,G",Colindo
1641,Kasparov simul ACE,Deurne BEL,2000-08-21,"Kasparov,G",Rom Koffie,1-0,2849,,"Kasparov,G",Rom Koffie
1642,Kasparov simul ACE,Deurne BEL,2000-08-21,"Kasparov,G",Deurne,1-0,2849,,"Kasparov,G",Deurne
1643,Kasparov simul ACE,Deurne BEL,2000-08-21,"Kasparov,G",ATV,1-0,2849,,"Kasparov,G",ATV
1644,Kasparov simul ACE,Deurne BEL,2000-08-21,"Kasparov,G",ACE,1-0,2849,,"Kasparov,G",ACE
1645,Kasparov simul ACE,Deurne BEL,2000-08-21,"Kasparov,G",Advocatenkantoor Cies Gysen,1-0,2849,,"Kasparov,G",Advocatenkantoor Cies Gysen
1646,Kasparov simul ACE,Deurne BEL,2000-08-21,"Kasparov,G",Topsport Antwerpen,1-0,2849,,"Kasparov,G",Topsport Antwerpen
1647,Kasparov simul ACE,Deurne BEL,2000-08-21,"Kasparov,G",Gazet Van Antwerpen,1-0,2849,,"Kasparov,G",Gazet Van Antwerpen
1648,Kasparov simul ACE,Deurne BEL,2000-08-21,"Kasparov,G",Print_It,1-0,2849,,"Kasparov,G",Print_It
1649,Kasparov simul ACE,Deurne BEL,2000-08-21,"Kasparov,G",KAOSK,1-0,2849,,"Kasparov,G",KAOSK
1650,Kasparov simul ACE,Deurne BEL,2000-08-21,"Kasparov,G",www.msn.nl,1-0,2849,,"Kasparov,G",www.msn.nl
1651,Kasparov simul ACE,Deurne BEL,2000-08-21,"Kasparov,G",ABN AMRO,1-0,2849,,"Kasparov,G",ABN AMRO
1652,Kasparov simul ACE,Deurne BEL,2000-08-21,"Kasparov,G",Centea,1-0,2849,,"Kasparov,G",Centea
1653,Braingames WCC,London ENG,2000-10-08,"Kasparov,G","Kramnik,V",1/2-1/2,2849,2770,draw,draw
1654,Braingames WCC,London ENG,2000-10-10,"Kramnik,V","Kasparov,G",1-0,2770,2849,"Kramnik,V","Kasparov,G"
1655,Braingames WCC,London ENG,2000-10-12,"Kasparov,G","Kramnik,V",1/2-1/2,2849,2770,draw,draw
1656,Braingames WCC,London ENG,2000-10-14,"Kramnik,V","Kasparov,G",1/2-1/2,2770,2849,draw,draw
1657,Braingames WCC,London ENG,2000-10-15,"Kasparov,G","Kramnik,V",1/2-1/2,2849,2770,draw,draw
1658,Braingames WCC,London ENG,2000-10-17,"Kramnik,V","Kasparov,G",1/2-1/2,2770,2849,draw,draw
1659,Braingames WCC,London ENG,2000-10-19,"Kasparov,G","Kramnik,V",1/2-1/2,2849,2770,draw,draw
1660,Braingames WCC,London ENG,2000-10-21,"Kramnik,V","Kasparov,G",1/2-1/2,2770,2849,draw,draw
1661,Braingames WCC,London ENG,2000-10-22,"Kasparov,G","Kramnik,V",1/2-1/2,2849,2770,draw,draw
1662,Braingames WCC,London ENG,2000-10-24,"Kramnik,V","Kasparov,G",1-0,2770,2849,"Kramnik,V","Kasparov,G"
1663,Braingames WCC,London ENG,2000-10-26,"Kasparov,G","Kramnik,V",1/2-1/2,2849,2770,draw,draw
1664,Braingames WCC,London ENG,2000-10-28,"Kramnik,V","Kasparov,G",1/2-1/2,2770,2849,draw,draw
1665,Braingames WCC,London ENG,2000-10-29,"Kasparov,G","Kramnik,V",1/2-1/2,2849,2770,draw,draw
1666,Braingames WCC,London ENG,2000-10-31,"Kramnik,V","Kasparov,G",1/2-1/2,2770,2849,draw,draw
1667,Braingames WCC,London ENG,2000-11-02,"Kasparov,G","Kramnik,V",1/2-1/2,2849,2770,draw,draw
1668,Corus,Wijk aan Zee NED,2001-01-13,"Tiviakov,S","Kasparov,G",0-1,2597,2849,"Kasparov,G","Tiviakov,S"
1669,Corus,Wijk aan Zee NED,2001-01-14,"Fedorov,Alex","Kasparov,G",0-1,2575,2849,"Kasparov,G","Fedorov,Alex"
1670,Corus,Wijk aan Zee NED,2001-01-16,"Kasparov,G","Anand,V",1/2-1/2,2849,2790,draw,draw
1671,Corus,Wijk aan Zee NED,2001-01-17,"Ivanchuk,V","Kasparov,G",1/2-1/2,2717,2849,draw,draw
1672,Corus,Wijk aan Zee NED,2001-01-18,"Kasparov,G","Kramnik,V",1/2-1/2,2849,2772,draw,draw
1673,Corus,Wijk aan Zee NED,2001-01-20,"Morozevich,A","Kasparov,G",1/2-1/2,2745,2849,draw,draw
1674,Corus,Wijk aan Zee NED,2001-01-21,"Kasparov,G","Topalov,V",1-0,2849,2718,"Kasparov,G","Topalov,V"
1675,Corus,Wijk aan Zee NED,2001-01-22,"Leko,P","Kasparov,G",1/2-1/2,2745,2849,draw,draw
1676,Corus,Wijk aan Zee NED,2001-01-23,"Kasparov,G","Shirov,A",1-0,2849,2718,"Kasparov,G","Shirov,A"
1677,Corus,Wijk aan Zee NED,2001-01-25,"Piket,Je","Kasparov,G",1/2-1/2,2632,2849,draw,draw
1678,Corus,Wijk aan Zee NED,2001-01-26,"Kasparov,G","Timman,J",1-0,2849,2629,"Kasparov,G","Timman,J"
1679,Corus,Wijk aan Zee NED,2001-01-27,"Van Wely,L","Kasparov,G",1/2-1/2,2700,2849,draw,draw
1680,Corus,Wijk aan Zee NED,2001-01-28,"Kasparov,G","Adams,Mi",1/2-1/2,2849,2746,draw,draw
1681,SuperGM,Linares ESP,2001-02-23,"Leko,P","Kasparov,G",1/2-1/2,2745,2849,draw,draw
1682,SuperGM,Linares ESP,2001-02-24,"Kasparov,G","Polgar,Ju",1/2-1/2,2849,2676,draw,draw
1683,SuperGM,Linares ESP,2001-02-25,"Shirov,A","Kasparov,G",1/2-1/2,2718,2849,draw,draw
1684,SuperGM,Linares ESP,2001-02-27,"Grischuk,A","Kasparov,G",0-1,2663,2849,"Kasparov,G","Grischuk,A"
1685,SuperGM,Linares ESP,2001-02-28,"Kasparov,G","Karpov,An",1-0,2849,2679,"Kasparov,G","Karpov,An"
1686,SuperGM,Linares ESP,2001-03-01,"Kasparov,G","Leko,P",1-0,2849,2745,"Kasparov,G","Leko,P"
1687,SuperGM,Linares ESP,2001-03-03,"Polgar,Ju","Kasparov,G",1/2-1/2,2676,2849,draw,draw
1688,SuperGM,Linares ESP,2001-03-04,"Kasparov,G","Shirov,A",1-0,2849,2718,"Kasparov,G","Shirov,A"
1689,SuperGM,Linares ESP,2001-03-05,"Karpov,An","Kasparov,G",1/2-1/2,2679,2849,draw,draw
1690,SuperGM,Linares ESP,2001-03-06,"Kasparov,G","Grischuk,A",1-0,2849,2663,"Kasparov,G","Grischuk,A"
1691,World Cup of Rapid Chess Gp A,Cannes FRA,2001-03-21,"Kasparov,G","Bareev,E",1-0,2849,2709,"Kasparov,G","Bareev,E"
1692,World Cup of Rapid Chess Gp A,Cannes FRA,2001-03-21,"Kasparov,G","Grischuk,A",1/2-1/2,2849,2663,draw,draw
1693,World Cup of Rapid Chess Gp A,Cannes FRA,2001-03-21,"Bauer,Ch","Kasparov,G",0-1,2618,2849,"Kasparov,G","Bauer,Ch"
1694,World Cup of Rapid Chess Gp A,Cannes FRA,2001-03-21,"Kasparov,G","Lautier,J",1-0,2849,2658,"Kasparov,G","Lautier,J"
1695,World Cup of Rapid Chess Gp A,Cannes FRA,2001-03-22,"Polgar,Ju","Kasparov,G",0-1,2676,2849,"Kasparov,G","Polgar,Ju"
1696,World Cup of Rapid Chess Gp A,Cannes FRA,2001-03-22,"Kasparov,G","Svidler,P",1/2-1/2,2849,2695,draw,draw
1697,World Cup of Rapid Chess Gp A,Cannes FRA,2001-03-22,"Gulko,B","Kasparov,G",1/2-1/2,2622,2849,draw,draw
1698,World Cup of Rapid Chess 1/4 Final,Cannes FRA,2001-03-23,"Tkachiev,V","Kasparov,G",1/2-1/2,2672,2849,draw,draw
1699,World Cup of Rapid Chess 1/4 Final,Cannes FRA,2001-03-23,"Kasparov,G","Tkachiev,V",1-0,2849,2672,"Kasparov,G","Tkachiev,V"
1700,World Cup of Rapid Chess 1/2 Final Playoff,Cannes FRA,2001-03-24,"Kasparov,G","Grischuk,A",1-0,2849,2663,"Kasparov,G","Grischuk,A"
1701,World Cup of Rapid Chess 1/2 Final,Cannes FRA,2001-03-24,"Kasparov,G","Grischuk,A",1/2-1/2,2849,2663,draw,draw
1702,World Cup of Rapid Chess 1/2 Final Playoff,Cannes FRA,2001-03-24,"Grischuk,A","Kasparov,G",0-1,2663,2849,"Kasparov,G","Grischuk,A"
1703,World Cup of Rapid Chess 1/2 Final,Cannes FRA,2001-03-24,"Grischuk,A","Kasparov,G",1/2-1/2,2663,2849,draw,draw
1704,World Cup of Rapid Chess Final,Cannes FRA,2001-03-25,"Bareev,E","Kasparov,G",1/2-1/2,2709,2849,draw,draw
1705,World Cup of Rapid Chess Final,Cannes FRA,2001-03-25,"Kasparov,G","Bareev,E",1-0,2849,2709,"Kasparov,G","Bareev,E"
1706,Korchnoi Birthday Gp A,Zurich SUI,2001-04-28,"Short,N","Kasparov,G",1/2-1/2,2676,2827,draw,draw
1707,Korchnoi Birthday Gp A,Zurich SUI,2001-04-28,"Kasparov,G","Piket,Je",1-0,2827,2628,"Kasparov,G","Piket,Je"
1708,Korchnoi Birthday Gp A,Zurich SUI,2001-04-28,"Forster,R","Kasparov,G",0-1,2462,2827,"Kasparov,G","Forster,R"
1709,Korchnoi Birthday Gp A,Zurich SUI,2001-04-28,"Pelletier,Y","Kasparov,G",0-1,2531,2827,"Kasparov,G","Pelletier,Y"
1710,Korchnoi Birthday Gp A,Zurich SUI,2001-04-28,"Kasparov,G","Unzicker,W",1-0,2827,2432,"Kasparov,G","Unzicker,W"
1711,Korchnoi Birthday KO,Zurich SUI,2001-04-29,"Kasparov,G","Korchnoi,V",1-0,2827,2643,"Kasparov,G","Korchnoi,V"
1712,Korchnoi Birthday KO,Zurich SUI,2001-04-29,"Korchnoi,V","Kasparov,G",1/2-1/2,2643,2827,draw,draw
1713,Korchnoi Birthday KO,Zurich SUI,2001-04-29,"Short,N","Kasparov,G",1/2-1/2,2676,2827,draw,draw
1714,Korchnoi Birthday KO,Zurich SUI,2001-04-29,"Kasparov,G","Short,N",1-0,2827,2676,"Kasparov,G","Short,N"
1715,Korchnoi Birthday KO,Zurich SUI,2001-04-29,"Kramnik,V","Kasparov,G",1-0,2797,2827,"Kramnik,V","Kasparov,G"
1716,Korchnoi Birthday KO,Zurich SUI,2001-04-29,"Kasparov,G","Kramnik,V",1/2-1/2,2827,2797,draw,draw
1717,It,Astana KAZ,2001-05-20,"Shirov,A","Kasparov,G",0-1,2722,2827,"Kasparov,G","Shirov,A"
1718,It,Astana KAZ,2001-05-21,"Kasparov,G","Gelfand,B",1/2-1/2,2827,2712,draw,draw
1719,It,Astana KAZ,2001-05-22,"Morozevich,A","Kasparov,G",0-1,2749,2827,"Kasparov,G","Morozevich,A"
1720,It,Astana KAZ,2001-05-24,"Kramnik,V","Kasparov,G",1/2-1/2,2797,2827,draw,draw
1721,It,Astana KAZ,2001-05-25,"Kasparov,G","Sadvakasov,D",1/2-1/2,2827,2585,draw,draw
1722,It,Astana KAZ,2001-05-26,"Kasparov,G","Shirov,A",1-0,2827,2722,"Kasparov,G","Shirov,A"
1723,It,Astana KAZ,2001-05-28,"Gelfand,B","Kasparov,G",1/2-1/2,2712,2827,draw,draw
1724,It,Astana KAZ,2001-05-29,"Kasparov,G","Morozevich,A",1/2-1/2,2827,2749,draw,draw
1725,It,Astana KAZ,2001-05-31,"Sadvakasov,D","Kasparov,G",1/2-1/2,2585,2827,draw,draw
1726,It,Astana KAZ,2001-06-01,"Kasparov,G","Kramnik,V",1-0,2827,2797,"Kasparov,G","Kramnik,V"
1727,Champions Club Blitz,Kasparovchess.com INT,2001-06-05,"Kasparov,G","Kramnik,V",0-1,2827,2797,"Kramnik,V","Kasparov,G"
1728,Champions Club Blitz,Kasparovchess.com INT,2001-06-06,"Kramnik,V","Kasparov,G",1/2-1/2,2797,2827,draw,draw
1729,Simul,Torshavn FAI,2001-06-10,"Kasparov,G","Nolsoe,E",1-0,2827,2211,"Kasparov,G","Nolsoe,E"
1730,Simul,Torshavn FAI,2001-06-10,"Kasparov,G","Simonsen,O",1-0,2827,2195,"Kasparov,G","Simonsen,O"
1731,Simul,Torshavn FAI,2001-06-10,"Olsen,H","Kasparov,G",1/2-1/2,2302,2827,draw,draw
1732,Simul,Torshavn FAI,2001-06-10,"Thomsen,T","Kasparov,G",0-1,2212,2827,"Kasparov,G","Thomsen,T"
1733,Simul,Torshavn FAI,2001-06-10,"Kasparov,G","Rodgaard,J",1-0,2827,2365,"Kasparov,G","Rodgaard,J"
1734,Simul,Torshavn FAI,2001-06-10,"Kasparov,G","Nolsoe,E",1-0,2827,2211,"Kasparov,G","Nolsoe,E"
1735,Simul,Torshavn FAI,2001-06-10,"Nilssen,J","Kasparov,G",1/2-1/2,2345,2827,draw,draw
1736,Simul,Torshavn FAI,2001-06-10,"Nilssen,J","Kasparov,G",1/2-1/2,2345,2827,draw,draw
1737,Blitz Match,Patras GRE,2001-07-23,"Kasparov,G","Banikas,H",1/2-1/2,2838,2531,draw,draw
1738,Blitz Match,Patras GRE,2001-07-23,"Banikas,H","Kasparov,G",0-1,2531,2838,"Kasparov,G","Banikas,H"
1739,Blitz Match,Patras GRE,2001-07-23,"Kasparov,G","Banikas,H",1-0,2838,2531,"Kasparov,G","Banikas,H"
1740,Blitz Match,Patras GRE,2001-07-23,"Banikas,H","Kasparov,G",0-1,2531,2838,"Kasparov,G","Banikas,H"
1741,Blitz Match,Patras GRE,2001-07-23,"Kasparov,G","Banikas,H",1-0,2838,2531,"Kasparov,G","Banikas,H"
1742,Blitz Match,Patras GRE,2001-07-23,"Banikas,H","Kasparov,G",0-1,2531,2838,"Kasparov,G","Banikas,H"
1743,EUR-ASIA Rapid Match,Batumi GEO,2001-09-17,"Rogers,I","Kasparov,G",0-1,2538,2838,"Kasparov,G","Rogers,I"
1744,EUR-ASIA Rapid Match,Batumi GEO,2001-09-17,"Kasparov,G","Rogers,I",1-0,2838,2538,"Kasparov,G","Rogers,I"
1745,EUR-ASIA Rapid Match,Batumi GEO,2001-09-17,"Kasparov,G",Dao Thien Hai,1-0,2838,2572,"Kasparov,G",Dao Thien Hai
1746,EUR-ASIA Rapid Match,Batumi GEO,2001-09-17,Dao Thien Hai,"Kasparov,G",0-1,2572,2838,"Kasparov,G",Dao Thien Hai
1747,EUR-ASIA Rapid Match,Batumi GEO,2001-09-18,"Adianto,U","Kasparov,G",0-1,2598,2838,"Kasparov,G","Adianto,U"
1748,EUR-ASIA Rapid Match,Batumi GEO,2001-09-18,"Kasparov,G","Adianto,U",1/2-1/2,2838,2598,draw,draw
1749,EUR-ASIA Rapid Match,Batumi GEO,2001-09-18,"Kasparov,G","Vladimirov,E",1-0,2838,2612,"Kasparov,G","Vladimirov,E"
1750,EUR-ASIA Rapid Match,Batumi GEO,2001-09-18,"Vladimirov,E","Kasparov,G",0-1,2612,2838,"Kasparov,G","Vladimirov,E"
1751,EUR-ASIA Rapid Match,Batumi GEO,2001-09-19,Ye Jiangchuan,"Kasparov,G",0-1,2677,2838,"Kasparov,G",Ye Jiangchuan
1752,EUR-ASIA Rapid Match,Batumi GEO,2001-09-19,"Kasparov,G",Ye Jiangchuan,1/2-1/2,2838,2677,draw,draw
1753,EUR-ASIA Rapid Match,Batumi GEO,2001-09-19,"Kasparov,G","Kasimdzhanov,R",1-0,2838,2704,"Kasparov,G","Kasimdzhanov,R"
1754,EUR-ASIA Rapid Match,Batumi GEO,2001-09-19,"Kasimdzhanov,R","Kasparov,G",0-1,2704,2838,"Kasparov,G","Kasimdzhanov,R"
1755,Eurotel Trophy Simul,Prague CZE,2001-10-18,"Oral,T","Kasparov,G",1-0,2546,2838,"Oral,T","Kasparov,G"
1756,Eurotel Trophy Simul,Prague CZE,2001-10-18,"Kasparov,G","Babula,V",1-0,2838,2565,"Kasparov,G","Babula,V"
1757,Eurotel Trophy Simul,Prague CZE,2001-10-18,"Hracek,Z","Kasparov,G",1/2-1/2,2610,2838,draw,draw
1758,Eurotel Trophy Simul,Prague CZE,2001-10-18,"Kasparov,G","Movsesian,S",1-0,2838,2631,"Kasparov,G","Movsesian,S"
1759,Eurotel Trophy Simul,Prague CZE,2001-10-20,"Movsesian,S","Kasparov,G",1/2-1/2,2631,2838,draw,draw
1760,Eurotel Trophy Simul,Prague CZE,2001-10-20,"Babula,V","Kasparov,G",0-1,2565,2838,"Kasparov,G","Babula,V"
1761,Eurotel Trophy Simul,Prague CZE,2001-10-20,"Kasparov,G","Oral,T",1-0,2838,2546,"Kasparov,G","Oral,T"
1762,Eurotel Trophy Simul,Prague CZE,2001-10-20,"Kasparov,G","Hracek,Z",1/2-1/2,2838,2610,draw,draw
1763,Botvinnik Mem Match,Moscow RUS,2001-12-01,"Kramnik,V","Kasparov,G",1/2-1/2,2809,2838,draw,draw
1764,Botvinnik Mem Match,Moscow RUS,2001-12-02,"Kasparov,G","Kramnik,V",1/2-1/2,2838,2809,draw,draw
1765,Botvinnik Mem Match,Moscow RUS,2001-12-04,"Kramnik,V","Kasparov,G",1/2-1/2,2809,2838,draw,draw
1766,Botvinnik Mem Match,Moscow RUS,2001-12-05,"Kasparov,G","Kramnik,V",1/2-1/2,2838,2809,draw,draw
1767,Botvinnik Mem Rapid Match,Moscow RUS,2001-12-07,"Kramnik,V","Kasparov,G",0-1,2809,2838,"Kasparov,G","Kramnik,V"
1768,Botvinnik Mem Rapid Match,Moscow RUS,2001-12-07,"Kasparov,G","Kramnik,V",1/2-1/2,2838,2809,draw,draw
1769,Botvinnik Mem Rapid Match,Moscow RUS,2001-12-07,"Kramnik,V","Kasparov,G",1/2-1/2,2809,2838,draw,draw
1770,Botvinnik Mem Rapid Match,Moscow RUS,2001-12-08,"Kasparov,G","Kramnik,V",1/2-1/2,2838,2809,draw,draw
1771,Botvinnik Mem Rapid Match,Moscow RUS,2001-12-08,"Kramnik,V","Kasparov,G",1/2-1/2,2809,2838,draw,draw
1772,Botvinnik Mem Rapid Match,Moscow RUS,2001-12-08,"Kasparov,G","Kramnik,V",0-1,2838,2809,"Kramnik,V","Kasparov,G"
1773,Botvinnik Mem Blitz Match,Moscow RUS,2001-12-09,"Kramnik,V","Kasparov,G",0-1,2809,2838,"Kasparov,G","Kramnik,V"
1774,Botvinnik Mem Blitz Match,Moscow RUS,2001-12-09,"Kasparov,G","Kramnik,V",1/2-1/2,2838,2809,draw,draw
1775,Botvinnik Mem Blitz Match,Moscow RUS,2001-12-09,"Kramnik,V","Kasparov,G",1/2-1/2,2809,2838,draw,draw
1776,Botvinnik Mem Blitz Match,Moscow RUS,2001-12-09,"Kasparov,G","Kramnik,V",1/2-1/2,2838,2809,draw,draw
1777,Botvinnik Mem Blitz Match,Moscow RUS,2001-12-09,"Kramnik,V","Kasparov,G",1/2-1/2,2809,2838,draw,draw
1778,Botvinnik Mem Blitz Match,Moscow RUS,2001-12-09,"Kasparov,G","Kramnik,V",1-0,2838,2809,"Kasparov,G","Kramnik,V"
1779,Botvinnik Mem Blitz Match,Moscow RUS,2001-12-09,"Kramnik,V","Kasparov,G",0-1,2809,2838,"Kasparov,G","Kramnik,V"
1780,Botvinnik Mem Blitz Match,Moscow RUS,2001-12-09,"Kasparov,G","Kramnik,V",1-0,2838,2809,"Kasparov,G","Kramnik,V"
1781,Botvinnik Mem Blitz Match,Moscow RUS,2001-12-09,"Kramnik,V","Kasparov,G",1-0,2809,2838,"Kramnik,V","Kasparov,G"
1782,Botvinnik Mem Blitz Match,Moscow RUS,2001-12-09,"Kasparov,G","Kramnik,V",1/2-1/2,2838,2809,draw,draw
1783,SuperGM,Linares ESP,2002-02-23,"Vallejo Pons,F","Kasparov,G",1/2-1/2,2629,2838,draw,draw
1784,SuperGM,Linares ESP,2002-02-25,"Kasparov,G","Anand,V",1/2-1/2,2838,2757,draw,draw
1785,SuperGM,Linares ESP,2002-02-26,"Ivanchuk,V","Kasparov,G",1/2-1/2,2717,2838,draw,draw
1786,SuperGM,Linares ESP,2002-02-28,"Kasparov,G","Adams,Mi",1-0,2838,2742,"Kasparov,G","Adams,Mi"
1787,SuperGM,Linares ESP,2002-03-01,"Ponomariov,R","Kasparov,G",1/2-1/2,2727,2838,draw,draw
1788,SuperGM,Linares ESP,2002-03-02,"Kasparov,G","Shirov,A",1/2-1/2,2838,2715,draw,draw
1789,SuperGM,Linares ESP,2002-03-03,"Kasparov,G","Vallejo Pons,F",1-0,2838,2629,"Kasparov,G","Vallejo Pons,F"
1790,SuperGM,Linares ESP,2002-03-06,"Anand,V","Kasparov,G",1/2-1/2,2757,2838,draw,draw
1791,SuperGM,Linares ESP,2002-03-07,"Kasparov,G","Ivanchuk,V",1/2-1/2,2838,2717,draw,draw
1792,SuperGM,Linares ESP,2002-03-08,"Adams,Mi","Kasparov,G",1/2-1/2,2742,2838,draw,draw
1793,SuperGM,Linares ESP,2002-03-09,"Kasparov,G","Ponomariov,R",1-0,2838,2727,"Kasparov,G","Ponomariov,R"
1794,SuperGM,Linares ESP,2002-03-10,"Shirov,A","Kasparov,G",0-1,2715,2838,"Kasparov,G","Shirov,A"
1795,Eurotel Trophy,Prague CZE,2002-04-28,"Milos,G","Kasparov,G",0-1,2574,2838,"Kasparov,G","Milos,G"
1796,Eurotel Trophy,Prague CZE,2002-04-28,"Kasparov,G","Milos,G",1-0,2838,2574,"Kasparov,G","Milos,G"
1797,Eurotel Trophy,Prague CZE,2002-04-30,"Kasparov,G","Polgar,Ju",1-0,2838,2677,"Kasparov,G","Polgar,Ju"
1798,Eurotel Trophy,Prague CZE,2002-04-30,"Polgar,Ju","Kasparov,G",0-1,2677,2838,"Kasparov,G","Polgar,Ju"
1799,Eurotel Trophy,Prague CZE,2002-05-01,"Kasparov,G","Ivanchuk,V",0-1,2838,2711,"Ivanchuk,V","Kasparov,G"
1800,Eurotel Trophy,Prague CZE,2002-05-01,"Ivanchuk,V","Kasparov,G",1/2-1/2,2711,2838,draw,draw
1801,Eurotel Trophy,Prague CZE,2002-05-01,"Ivanchuk,V","Kasparov,G",1/2-1/2,2711,2838,draw,draw
1802,Eurotel Trophy,Prague CZE,2002-05-01,"Kasparov,G","Ivanchuk,V",1/2-1/2,2838,2711,draw,draw
1803,Eurotel Trophy,Prague CZE,2002-05-01,"Kasparov,G","Ivanchuk,V",1/2-1/2,2838,2711,draw,draw
1804,FIDE GP,Moscow RUS,2002-06-01,"Ehlvest,J","Kasparov,G",0-1,2588,2838,"Kasparov,G","Ehlvest,J"
1805,FIDE GP,Moscow RUS,2002-06-01,"Kasparov,G","Ehlvest,J",1-0,2838,2588,"Kasparov,G","Ehlvest,J"
1806,FIDE GP,Moscow RUS,2002-06-02,"Kasparov,G","Lautier,J",1-0,2838,2675,"Kasparov,G","Lautier,J"
1807,FIDE GP,Moscow RUS,2002-06-02,"Lautier,J","Kasparov,G",0-1,2675,2838,"Kasparov,G","Lautier,J"
1808,FIDE GP,Moscow RUS,2002-06-03,"Kasparov,G","Grischuk,A",1/2-1/2,2838,2702,draw,draw
1809,FIDE GP,Moscow RUS,2002-06-03,"Grischuk,A","Kasparov,G",0-1,2702,2838,"Kasparov,G","Grischuk,A"
1810,FIDE GP,Moscow RUS,2002-06-04,"Kasparov,G","Khalifman,A",1-0,2838,2698,"Kasparov,G","Khalifman,A"
1811,FIDE GP,Moscow RUS,2002-06-04,"Khalifman,A","Kasparov,G",1/2-1/2,2698,2838,draw,draw
1812,FIDE GP,Moscow RUS,2002-06-04,"Khalifman,A","Kasparov,G",1/2-1/2,2698,2838,draw,draw
1813,FIDE GP,Moscow RUS,2002-06-04,"Kasparov,G","Khalifman,A",1/2-1/2,2838,2698,draw,draw
1814,FIDE GP,Moscow RUS,2002-06-05,"Kasparov,G","Radjabov,T",1-0,2838,2610,"Kasparov,G","Radjabov,T"
1815,FIDE GP,Moscow RUS,2002-06-05,"Radjabov,T","Kasparov,G",1/2-1/2,2610,2838,draw,draw
1816,RUS vs. ROW,Moscow RUS,2002-09-08,"Ivanchuk,V","Kasparov,G",1-0,2711,2838,"Ivanchuk,V","Kasparov,G"
1817,RUS vs. ROW,Moscow RUS,2002-09-08,"Kasparov,G","Leko,P",1/2-1/2,2838,2722,draw,draw
1818,RUS vs. ROW,Moscow RUS,2002-09-08,"Kasparov,G","Leko,P",1/2-1/2,2838,2722,draw,draw
1819,RUS vs. ROW,Moscow RUS,2002-09-09,"Gelfand,B","Kasparov,G",1/2-1/2,2710,2838,draw,draw
1820,RUS vs. ROW,Moscow RUS,2002-09-09,"Kasparov,G","Shirov,A",1-0,2838,2697,"Kasparov,G","Shirov,A"
1821,RUS vs. ROW,Moscow RUS,2002-09-09,"Polgar,Ju","Kasparov,G",1-0,2681,2838,"Polgar,Ju","Kasparov,G"
1822,RUS vs. ROW,Moscow RUS,2002-09-10,"Kasparov,G","Short,N",1/2-1/2,2838,2682,draw,draw
1823,RUS vs. ROW,Moscow RUS,2002-09-10,"Kasparov,G","Radjabov,T",1/2-1/2,2838,2610,draw,draw
1824,RUS vs. ROW,Moscow RUS,2002-09-10,"Akopian,V","Kasparov,G",1-0,2678,2838,"Akopian,V","Kasparov,G"
1825,RUS vs. ROW,Moscow RUS,2002-09-11,"Kasparov,G","Ponomariov,R",1/2-1/2,2838,2743,draw,draw
1826,RUS vs. ROW,Moscow RUS,2002-09-11,"Anand,V","Kasparov,G",1/2-1/2,2755,2838,draw,draw
1827,Olympiad,Bled SLO,2002-10-27,"Kasparov,G","Aleksandrov,A",1-0,2838,2621,"Kasparov,G","Aleksandrov,A"
1828,Olympiad,Bled SLO,2002-10-28,"Sasikiran,K","Kasparov,G",0-1,2670,2838,"Kasparov,G","Sasikiran,K"
1829,Olympiad,Bled SLO,2002-10-29,"Kasparov,G","Mchedlishvili,M",1-0,2838,2551,"Kasparov,G","Mchedlishvili,M"
1830,Olympiad,Bled SLO,2002-10-30,"Akopian,Vl","Kasparov,G",1/2-1/2,2689,2838,draw,draw
1831,Olympiad,Bled SLO,2002-11-01,"Kasparov,G","Krasenkow,M",1-0,2838,2651,"Kasparov,G","Krasenkow,M"
1832,Olympiad,Bled SLO,2002-11-04,"Leko,P","Kasparov,G",1/2-1/2,2743,2838,draw,draw
1833,Olympiad,Bled SLO,2002-11-05,"Kasparov,G",Ye Jiangchuan,1-0,2838,2667,"Kasparov,G",Ye Jiangchuan
1834,Olympiad,Bled SLO,2002-11-06,"Lutz,C","Kasparov,G",0-1,2645,2838,"Kasparov,G","Lutz,C"
1835,Olympiad,Bled SLO,2002-11-08,"Kasparov,G","Gelfand,B",1/2-1/2,2838,2704,draw,draw
1836,ZMD Blitz,Munich GER,2002-11-13,"Paehtz,E","Kasparov,G",0-1,2349,2838,"Kasparov,G","Paehtz,E"
1837,ZMD Blitz,Munich GER,2002-11-13,"Kasparov,G","Paehtz,E",1-0,2838,2349,"Kasparov,G","Paehtz,E"
1838,ZMD Blitz,Munich GER,2002-11-13,"Paehtz,E","Kasparov,G",0-1,2349,2838,"Kasparov,G","Paehtz,E"
1839,ZMD Blitz,Munich GER,2002-11-13,"Kasparov,G","Paehtz,E",1-0,2838,2349,"Kasparov,G","Paehtz,E"
