Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
7.0,89.0,4.0,12.5,13.0,1.2,8,13.0,1.0,5.0,1.09,3100.0
16.0,261.0,4.0,13.3,0.0,2.3,8,15.0,1.0,5.0,1.2,1095.0
10.0,141.0,3.0,14.0,0.0,1.6,2,32.0,1.0,5.0,1.5,229.0
10.0,61.0,3.0,15.6,3.0,2.5,4,1.0,1.0,7.0,2.32,825.0
4.0,416.0,3.0,15.6,0.0,2.5,4,9.0,0.0,5.0,2.18,684.99
10.0,443.0,0.0,14.0,3.0,2.5,4,3.0,1.0,5.0,1.8,638.0
16.0,255.0,3.0,13.3,3.0,2.3,8,15.0,1.0,5.0,1.2,1213.0
4.0,440.0,0.0,13.3,3.0,1.2,8,15.0,1.0,5.0,1.24,1899.0
7.0,34.0,3.0,15.6,0.0,2.0,4,25.0,0.0,5.0,1.86,438.69
7.0,30.0,3.0,17.3,3.0,2.0,4,15.0,0.0,5.0,2.5,699.0
10.0,150.0,3.0,15.6,3.0,2.7,8,9.0,2.0,5.0,2.2,899.0
10.0,162.0,1.0,15.6,3.0,2.6,16,4.0,2.0,5.0,2.6,1029.0
7.0,19.0,3.0,15.6,3.0,2.7,6,9.0,0.0,5.0,2.1,529.0
4.0,416.0,3.0,15.6,0.0,2.5,4,9.0,1.0,2.0,2.18,521.86
7.0,93.0,4.0,13.3,3.0,2.7,8,15.0,2.0,5.0,1.38,1119.0
4.0,419.0,3.0,15.6,3.0,2.7,8,15.0,2.0,5.0,2.18,1009.9
2.0,408.0,0.0,11.6,0.0,1.1,2,22.0,1.0,5.0,1.1,275.0
2.0,434.0,3.0,15.6,0.0,1.6,4,25.0,1.0,5.0,2.2,369.0
7.0,79.0,3.0,14.0,3.0,2.3,8,15.0,1.0,7.0,1.43,1469.0
14.0,63.0,1.0,14.0,3.0,2.8,16,15.0,2.0,5.0,1.95,2599.0
10.0,358.0,0.0,13.3,3.0,2.5,8,27.0,1.0,5.0,1.37,1825.0
7.0,15.0,3.0,15.6,0.0,1.6,4,9.0,1.0,5.0,2.04,521.47
4.0,173.0,3.0,15.6,0.0,2.7,8,9.0,0.0,2.0,2.3,805.99
7.0,14.0,3.0,15.6,0.0,2.7,8,21.0,1.0,5.0,2.04,629.0
10.0,151.0,3.0,15.6,0.0,2.5,8,15.0,1.0,5.0,2.2,597.0
7.0,34.0,3.0,15.6,0.0,1.6,4,3.0,1.0,4.0,1.86,299.0
7.0,238.0,1.0,17.3,3.0,2.3,8,4.0,2.0,5.0,2.75,1399.0
2.0,269.0,3.0,15.6,0.0,2.7,4,15.0,1.0,5.0,2.37,849.9
16.0,259.0,4.0,13.3,3.0,2.5,16,27.0,1.0,5.0,1.36,1877.0
4.0,188.0,1.0,15.6,3.0,2.8,8,1.0,2.0,5.0,2.62,899.0
16.0,332.0,3.0,14.0,3.0,2.5,8,15.0,1.0,5.0,1.25,1535.0
0.0,377.0,2.0,11.6,0.0,1.6,4,22.0,1.0,5.0,1.4,269.0
2.0,438.0,3.0,17.3,0.0,1.1,4,9.0,2.0,5.0,2.8,470.34
10.0,360.0,3.0,14.0,3.0,2.5,8,15.0,2.0,5.0,1.87,857.07
10.0,217.0,1.0,15.6,3.0,2.5,8,15.0,2.0,4.0,2.4,779.0
4.0,441.0,3.0,15.6,13.0,2.3,8,15.0,2.0,5.0,2.04,2250.68
4.0,188.0,1.0,15.6,3.0,2.5,8,15.0,2.0,5.0,2.62,985.0
7.0,273.0,3.0,14.0,3.0,2.7,8,15.0,2.0,5.0,1.64,1185.43
10.0,362.0,3.0,15.6,3.0,2.3,8,15.0,1.0,5.0,2.3,1049.6
7.0,88.0,3.0,15.6,3.0,2.7,8,15.0,1.0,5.0,1.84,1304.0
7.0,80.0,4.0,12.5,3.0,2.5,4,25.0,1.0,5.0,1.26,1539.0
4.0,209.0,4.0,15.6,3.0,1.9,8,18.0,1.0,5.0,1.88,1298.0
7.0,4.0,3.0,15.6,0.0,2.5,8,15.0,0.0,5.0,1.91,618.99
10.0,145.0,3.0,15.6,0.0,2.0,8,9.0,1.0,5.0,2.2,459.0
4.0,174.0,3.0,15.6,3.0,1.6,8,9.0,0.0,2.0,2.2,647.0
10.0,356.0,0.0,14.0,9.0,2.7,16,27.0,1.0,5.0,1.42,2509.0
16.0,307.0,3.0,15.6,3.0,2.5,8,15.0,2.0,5.0,2.2,1043.0
4.0,189.0,3.0,15.6,3.0,1.6,8,15.0,2.0,5.0,2.0,1142.75
4.0,178.0,3.0,15.6,3.0,2.5,8,9.0,0.0,5.0,2.36,638.8
7.0,34.0,3.0,15.6,0.0,2.0,4,25.0,1.0,5.0,1.86,439.0
0.0,40.0,3.0,15.6,0.0,1.1,4,9.0,1.0,5.0,2.1,363.51
1.0,225.0,4.0,13.3,10.0,2.3,8,3.0,1.0,8.0,1.37,1339.69
10.0,451.0,4.0,12.5,9.0,1.2,8,27.0,1.0,5.0,0.99,1399.0
4.0,419.0,3.0,15.6,3.0,2.7,8,9.0,2.0,5.0,1.98,961.0
10.0,348.0,3.0,17.3,13.0,2.7,16,27.0,2.0,7.0,2.4,2968.0
0.0,48.0,3.0,15.6,3.0,2.8,8,15.0,2.0,2.0,2.5,979.0
10.0,75.0,2.0,11.6,0.0,1.6,4,7.0,1.0,1.0,1.25,265.0
7.0,237.0,1.0,17.3,3.0,2.8,16,17.0,2.0,5.0,3.78,1498.0
10.0,150.0,3.0,15.6,3.0,2.7,8,9.0,2.0,4.0,2.2,659.01
17.0,193.0,3.0,14.0,3.0,1.1,4,22.0,1.0,5.0,1.22,202.9
10.0,218.0,1.0,15.6,3.0,2.8,8,17.0,2.0,5.0,3.2,1399.0
7.0,34.0,3.0,15.6,0.0,2.0,4,25.0,1.0,4.0,1.86,364.9
10.0,162.0,3.0,15.6,3.0,2.6,8,9.0,2.0,5.0,2.6,899.0
7.0,82.0,4.0,15.6,3.0,2.7,8,27.0,1.0,5.0,1.84,1389.0
7.0,82.0,4.0,15.6,3.0,2.5,8,15.0,1.0,7.0,1.88,2171.72
4.0,173.0,3.0,15.6,0.0,2.5,8,9.0,1.0,5.0,2.14,539.95
10.0,357.0,4.0,12.5,3.0,2.5,8,15.0,1.0,5.0,1.36,1429.0
2.0,305.0,1.0,15.6,3.0,2.8,16,17.0,2.0,5.0,2.2,2449.0
11.0,121.0,1.0,15.6,3.0,2.8,16,17.0,2.0,5.0,2.4,1294.0
0.0,317.0,0.0,13.3,3.0,1.6,8,15.0,1.0,5.0,1.6,999.0
4.0,38.0,1.0,17.3,3.0,2.8,32,12.0,2.0,5.0,4.42,3588.8
4.0,173.0,3.0,15.6,3.0,2.5,4,25.0,0.0,5.0,2.3,585.0
4.0,440.0,4.0,13.3,12.0,2.5,16,27.0,1.0,5.0,1.29,2240.0
4.0,185.0,3.0,17.3,3.0,1.8,8,4.0,0.0,5.0,2.8,1142.0
7.0,82.0,3.0,15.6,3.0,2.4,8,20.0,1.0,5.0,1.84,2103.34
2.0,383.0,3.0,14.0,3.0,2.7,8,17.0,1.0,5.0,2.0,1334.0
4.0,206.0,0.0,12.5,3.0,2.5,8,15.0,1.0,5.0,1.34,1670.0
16.0,307.0,3.0,15.6,0.0,2.5,8,25.0,2.0,5.0,2.2,812.0
0.0,68.0,3.0,15.6,0.0,1.5,4,7.0,1.0,1.0,2.2,209.0
4.0,38.0,1.0,17.3,13.0,2.8,16,29.0,2.0,5.0,4.36,3154.0
4.0,173.0,3.0,15.6,3.0,2.7,8,15.0,0.0,2.0,2.2,749.01
4.0,183.0,0.0,15.6,3.0,1.8,8,9.0,1.0,5.0,2.08,819.0
10.0,356.0,0.0,14.0,9.0,2.6,16,27.0,1.0,5.0,2.8,2440.0
4.0,441.0,3.0,15.6,3.0,2.8,8,15.0,2.0,5.0,2.0,1820.0
10.0,339.0,3.0,13.3,3.0,2.5,8,15.0,1.0,5.0,1.44,960.0
7.0,457.0,5.0,17.3,3.0,2.8,8,25.0,2.0,5.0,3.14,1907.99
6.0,248.0,4.0,12.3,8.0,1.2,8,15.0,1.0,1.0,1.1,1559.0
7.0,81.0,4.0,14.0,3.0,2.7,8,27.0,1.0,5.0,1.48,2089.0
11.0,219.0,1.0,17.3,3.0,2.8,8,15.0,2.0,5.0,2.7,1349.0
10.0,367.0,3.0,14.0,3.0,2.3,8,15.0,1.0,5.0,1.7,1186.0
4.0,416.0,3.0,15.6,3.0,2.5,4,9.0,1.0,5.0,2.18,657.0
1.0,226.0,4.0,13.3,1.0,1.8,8,14.0,1.0,8.0,1.34,1158.7
0.0,45.0,3.0,15.6,3.0,1.8,8,15.0,2.0,5.0,2.2,841.0
2.0,409.0,3.0,15.6,3.0,2.5,4,15.0,1.0,2.0,2.0,559.0
4.0,185.0,3.0,17.3,3.0,1.6,8,4.0,0.0,5.0,2.8,979.0
10.0,376.0,0.0,14.0,9.0,2.7,16,11.0,1.0,5.0,1.42,2824.0
2.0,407.0,3.0,14.0,3.0,1.1,4,22.0,1.0,5.0,1.5,298.0
7.0,34.0,3.0,15.6,3.0,2.5,8,9.0,1.0,5.0,1.86,639.0
16.0,253.0,3.0,13.3,3.0,2.5,4,3.0,1.0,5.0,1.05,1285.0
2.0,302.0,1.0,17.3,3.0,2.8,16,17.0,2.0,5.0,2.9,2122.0
10.0,355.0,3.0,15.6,3.0,2.5,8,15.0,1.0,5.0,1.95,1390.0
10.0,374.0,4.0,12.5,0.0,2.3,8,8.0,1.0,5.0,1.3,1099.0
10.0,366.0,3.0,17.3,3.0,2.8,8,15.0,2.0,5.0,3.4,2999.0
4.0,190.0,1.0,15.6,3.0,2.8,16,4.0,2.0,5.0,2.65,1349.0
4.0,419.0,3.0,15.6,3.0,2.7,8,15.0,2.0,2.0,1.98,895.01
0.0,67.0,3.0,14.0,0.0,1.6,4,22.0,1.0,1.0,1.45,375.0
10.0,141.0,3.0,14.0,0.0,1.6,2,32.0,1.0,5.0,1.5,229.0
7.0,456.0,3.0,15.6,3.0,2.7,8,9.0,0.0,5.0,1.9,1269.0
2.0,465.0,4.0,14.0,3.0,1.8,8,15.0,1.0,5.0,1.25,1099.0
2.0,97.0,1.0,15.6,3.0,2.8,16,4.0,2.0,5.0,2.2,1449.0
2.0,466.0,4.0,14.0,3.0,1.8,16,27.0,2.0,5.0,1.3,1495.0
7.0,34.0,3.0,15.6,0.0,2.5,4,25.0,1.0,4.0,1.86,393.9
4.0,173.0,3.0,15.6,0.0,2.7,8,9.0,0.0,2.0,2.3,805.99
7.0,246.0,0.0,14.0,3.0,2.4,4,3.0,2.0,5.0,1.63,699.0
7.0,81.0,3.0,14.0,3.0,2.3,4,15.0,1.0,7.0,1.54,1099.99
4.0,415.0,3.0,15.6,0.0,2.3,4,25.0,0.0,7.0,2.24,769.15
10.0,454.0,0.0,10.1,4.0,1.44,4,32.0,1.0,0.0,0.69,549.0
7.0,80.0,4.0,12.5,3.0,2.5,8,15.0,1.0,5.0,1.26,1349.0
4.0,38.0,1.0,17.3,9.0,2.9,16,17.0,2.0,5.0,4.42,2799.0
10.0,152.0,3.0,15.6,0.0,2.0,8,15.0,2.0,4.0,2.2,499.0
7.0,33.0,3.0,15.6,0.0,1.6,4,9.0,1.0,5.0,1.96,500.0
7.0,458.0,5.0,15.6,3.0,2.7,8,35.0,2.0,5.0,2.0,2249.0
8.0,227.0,4.0,13.0,5.0,2.5,8,15.0,1.0,5.0,1.05,1349.0
10.0,218.0,1.0,15.6,3.0,2.8,16,29.0,2.0,5.0,3.2,1749.0
7.0,280.0,3.0,14.0,0.0,2.4,4,25.0,1.0,5.0,1.64,684.0
7.0,274.0,3.0,15.6,3.0,1.6,8,9.0,1.0,5.0,2.1,794.0
0.0,321.0,3.0,14.0,3.0,2.4,4,3.0,1.0,5.0,1.8,636.0
16.0,337.0,3.0,15.6,3.0,2.5,8,15.0,1.0,5.0,2.2,1399.0
15.0,69.0,2.0,11.6,0.0,1.6,4,6.0,1.0,1.0,1.15,269.0
16.0,307.0,3.0,15.6,0.0,2.2,4,25.0,1.0,5.0,2.1,447.0
4.0,207.0,3.0,14.0,3.0,2.5,8,3.0,1.0,5.0,1.6,1119.0
10.0,389.0,3.0,15.6,0.0,2.0,4,9.0,0.0,4.0,1.9,368.0
4.0,174.0,3.0,15.6,3.0,1.6,8,15.0,0.0,2.0,2.2,677.35
10.0,354.0,3.0,15.6,3.0,2.3,8,15.0,1.0,5.0,2.3,1349.0
10.0,158.0,3.0,14.0,3.0,2.7,8,15.0,1.0,4.0,1.7,599.0
10.0,217.0,1.0,15.6,3.0,2.8,8,4.0,2.0,5.0,2.5,1189.0
4.0,416.0,3.0,15.6,0.0,2.0,4,9.0,1.0,2.0,2.18,443.9
4.0,190.0,1.0,15.6,3.0,2.5,8,9.0,2.0,5.0,2.65,999.0
16.0,333.0,3.0,14.0,3.0,2.3,4,3.0,1.0,5.0,1.47,1105.0
10.0,105.0,0.0,14.0,3.0,2.5,8,15.0,1.0,5.0,1.7,999.0
10.0,353.0,4.0,14.0,9.0,2.7,24,27.0,1.0,5.0,1.32,2382.0
1.0,225.0,4.0,15.4,11.0,2.8,16,15.0,0.0,8.0,1.83,2439.97
11.0,124.0,1.0,17.3,3.0,2.8,16,17.0,2.0,5.0,2.7,1492.8
4.0,264.0,5.0,15.6,13.0,3.0,16,17.0,2.0,5.0,2.8,3055.0
4.0,172.0,3.0,15.6,0.0,1.6,2,25.0,1.0,5.0,2.2,379.0
10.0,393.0,3.0,15.6,0.0,2.3,4,25.0,1.0,5.0,2.1,540.0
2.0,289.0,1.0,17.3,3.0,2.8,16,17.0,2.0,5.0,2.9,1407.0
4.0,37.0,1.0,15.6,3.0,2.8,16,17.0,2.0,5.0,3.21,2774.63
10.0,403.0,3.0,15.6,3.0,1.6,4,15.0,1.0,5.0,1.8,829.0
4.0,173.0,3.0,15.6,3.0,2.0,4,15.0,0.0,2.0,2.2,485.0
4.0,440.0,4.0,13.3,12.0,2.5,8,15.0,1.0,5.0,1.3,1268.0
11.0,126.0,1.0,17.3,3.0,2.8,8,4.0,2.0,5.0,2.7,1486.77
7.0,280.0,3.0,14.0,3.0,1.8,8,15.0,1.0,5.0,1.63,988.0
4.0,176.0,4.0,13.3,3.0,1.8,8,15.0,0.0,5.0,1.4,955.0
7.0,277.0,3.0,15.6,0.0,2.3,4,25.0,1.0,5.0,2.31,705.15
4.0,262.0,5.0,15.6,3.0,3.0,8,33.0,2.0,5.0,2.23,1993.0
10.0,443.0,0.0,14.0,3.0,2.5,4,3.0,1.0,5.0,1.8,638.0
4.0,441.0,3.0,15.6,3.0,2.8,16,27.0,2.0,5.0,2.06,1899.0
10.0,452.0,0.0,13.9,3.0,2.7,8,15.0,1.0,5.0,1.38,1079.0
0.0,46.0,3.0,15.6,3.0,1.6,4,9.0,2.0,5.0,2.2,613.0
2.0,305.0,1.0,17.3,3.0,3.0,8,17.0,0.0,5.0,3.2,1299.0
4.0,173.0,3.0,15.6,3.0,2.0,4,15.0,0.0,5.0,2.2,498.9
10.0,344.0,3.0,14.0,3.0,2.5,8,15.0,1.0,5.0,1.9,938.0
7.0,274.0,3.0,15.6,3.0,2.4,8,9.0,2.0,5.0,2.1,716.0
7.0,272.0,3.0,13.3,3.0,2.4,4,3.0,1.0,5.0,1.49,719.0
7.0,82.0,3.0,15.6,3.0,2.5,8,15.0,1.0,5.0,1.84,1228.99
10.0,149.0,3.0,15.6,3.0,1.1,4,3.0,1.0,5.0,2.2,349.0
10.0,452.0,0.0,13.9,3.0,2.7,8,15.0,1.0,5.0,1.38,1349.0
4.0,178.0,3.0,15.6,3.0,2.7,16,21.0,0.0,5.0,2.32,989.99
1.0,223.0,4.0,12.0,7.0,1.1,8,14.0,1.0,3.0,0.92,1163.0
1.0,225.0,4.0,13.3,10.0,3.1,8,15.0,1.0,8.0,1.37,1803.6
7.0,66.0,3.0,13.3,12.0,1.5,4,22.0,1.0,1.0,1.29,615.0
10.0,361.0,3.0,15.6,3.0,2.5,8,15.0,1.0,5.0,2.3,830.0
10.0,343.0,3.0,15.6,3.0,1.6,8,17.0,0.0,5.0,2.1,1144.5
11.0,110.0,1.0,15.6,3.0,2.8,16,17.0,2.0,5.0,2.8,2099.0
4.0,184.0,3.0,17.3,3.0,2.7,8,9.0,0.0,2.0,2.83,865.0
10.0,168.0,3.0,13.3,3.0,2.4,4,3.0,1.0,5.0,1.5,549.0
10.0,453.0,0.0,13.9,13.0,1.8,16,27.0,1.0,5.0,1.4,2099.0
10.0,230.0,3.0,14.0,0.0,1.6,4,6.0,1.0,1.0,1.5,325.0
4.0,190.0,1.0,15.6,3.0,2.8,16,17.0,2.0,5.0,2.65,1499.0
2.0,290.0,1.0,15.6,3.0,2.5,8,4.0,2.0,5.0,2.3,1649.0
10.0,152.0,3.0,15.6,3.0,2.0,4,3.0,1.0,5.0,2.2,499.0
16.0,336.0,3.0,15.6,3.0,2.6,16,15.0,2.0,5.0,2.4,1975.0
4.0,170.0,0.0,11.6,0.0,1.6,4,25.0,1.0,5.0,1.47,479.0
16.0,325.0,3.0,14.0,3.0,2.3,8,15.0,1.0,5.0,1.95,1180.0
4.0,178.0,3.0,15.6,3.0,2.7,16,15.0,0.0,5.0,2.3,1181.27
10.0,343.0,3.0,15.6,3.0,1.8,8,15.0,0.0,5.0,2.1,1229.56
7.0,247.0,0.0,15.6,0.0,2.5,4,25.0,1.0,5.0,2.3,684.8
10.0,358.0,0.0,14.0,3.0,2.5,8,15.0,1.0,5.0,1.8,1669.0
10.0,398.0,3.0,15.6,3.0,2.7,4,9.0,1.0,5.0,1.85,779.0
2.0,468.0,4.0,15.6,3.0,2.7,16,27.0,2.0,5.0,1.63,1468.0
17.0,194.0,3.0,14.0,3.0,1.1,4,22.0,1.0,5.0,1.3,260.0
7.0,86.0,4.0,12.5,3.0,2.7,8,15.0,1.0,5.0,1.26,1335.0
4.0,38.0,1.0,17.3,3.0,2.6,32,17.0,2.0,5.0,4.42,2800.0
10.0,353.0,4.0,14.0,3.0,2.7,16,27.0,1.0,5.0,1.7,2299.0
0.0,267.0,1.0,17.3,3.0,2.8,16,17.0,2.0,5.0,4.2,2599.0
10.0,372.0,5.0,15.6,13.0,2.8,16,27.0,2.0,5.0,2.3,2445.0
7.0,9.0,3.0,15.6,3.0,2.7,4,25.0,0.0,5.0,2.1,689.0
0.0,40.0,3.0,15.6,0.0,3.0,4,9.0,0.0,5.0,2.1,395.0
2.0,408.0,0.0,11.6,0.0,1.1,4,22.0,1.0,5.0,1.5,375.0
10.0,151.0,3.0,15.6,3.0,2.5,8,15.0,1.0,4.0,2.2,549.0
0.0,51.0,3.0,15.6,3.0,2.0,4,9.0,2.0,5.0,2.23,544.0
4.0,187.0,1.0,15.6,3.0,2.6,16,9.0,2.0,5.0,2.59,879.01
10.0,449.0,0.0,13.3,3.0,1.8,8,27.0,1.0,5.0,1.19,1499.0
4.0,441.0,3.0,15.6,13.0,2.8,32,11.0,2.0,5.0,2.06,2639.0
7.0,282.0,3.0,17.3,3.0,1.8,16,27.0,2.0,5.0,2.5,1271.0
11.0,118.0,1.0,15.6,3.0,2.5,8,15.0,2.0,5.0,2.4,1199.0
0.0,40.0,3.0,15.6,0.0,3.0,4,3.0,0.0,5.0,2.1,426.0
10.0,353.0,4.0,14.0,3.0,2.5,8,15.0,1.0,5.0,1.32,1799.0
10.0,349.0,4.0,14.0,3.0,2.6,8,15.0,1.0,7.0,1.7,1499.0
10.0,152.0,3.0,15.6,3.0,2.0,4,15.0,1.0,4.0,2.2,444.0
0.0,42.0,3.0,15.6,3.0,2.8,8,9.0,2.0,2.0,2.4,779.0
15.0,233.0,4.0,13.3,3.0,2.7,8,15.0,1.0,5.0,1.31,1599.0
16.0,307.0,3.0,15.6,0.0,2.4,4,25.0,1.0,5.0,2.0,489.0
4.0,180.0,3.0,15.6,3.0,1.6,8,15.0,0.0,5.0,2.2,797.41
2.0,305.0,1.0,17.3,3.0,2.8,16,17.0,2.0,5.0,2.73,2049.9
4.0,172.0,3.0,15.6,0.0,1.6,4,25.0,1.0,5.0,1.8,309.0
0.0,65.0,2.0,11.6,0.0,1.5,2,24.0,1.0,1.0,1.3,174.0
2.0,470.0,4.0,13.3,3.0,2.7,16,27.0,1.0,5.0,1.1,1748.9
4.0,176.0,4.0,13.3,3.0,1.6,4,15.0,0.0,5.0,1.4,818.35
10.0,149.0,3.0,15.6,0.0,1.1,4,9.0,1.0,4.0,2.2,359.99
4.0,416.0,3.0,15.6,3.0,2.5,4,3.0,0.0,2.0,2.18,569.0
7.0,272.0,3.0,13.3,3.0,1.6,4,3.0,1.0,5.0,1.49,726.0
7.0,3.0,3.0,15.6,0.0,1.8,4,25.0,0.0,5.0,1.86,297.0
7.0,279.0,3.0,13.3,0.0,2.4,4,25.0,1.0,5.0,1.49,800.0
7.0,24.0,3.0,15.6,0.0,1.5,4,25.0,0.0,5.0,2.1,330.0
7.0,82.0,3.0,15.6,3.0,2.7,8,15.0,1.0,5.0,1.84,1219.0
10.0,144.0,3.0,15.6,3.0,2.7,8,9.0,2.0,4.0,2.2,685.0
4.0,418.0,3.0,14.0,3.0,2.5,8,15.0,1.0,5.0,1.6,859.0
7.0,313.0,3.0,13.3,3.0,2.5,8,15.0,1.0,5.0,1.11,1149.0
2.0,286.0,3.0,14.0,0.0,1.1,4,22.0,1.0,5.0,1.63,299.0
12.0,106.0,0.0,11.6,3.0,1.1,4,24.0,1.0,5.0,1.16,299.0
7.0,11.0,3.0,15.6,3.0,2.0,4,25.0,1.0,4.0,2.1,349.0
11.0,134.0,1.0,15.6,3.0,2.6,16,17.0,2.0,5.0,2.94,1819.0
7.0,34.0,3.0,15.6,3.0,2.5,8,15.0,1.0,5.0,1.86,690.0
7.0,34.0,3.0,15.6,3.0,2.0,4,25.0,1.0,4.0,1.86,344.99
10.0,356.0,0.0,14.0,9.0,2.5,8,15.0,1.0,5.0,1.27,2339.0
4.0,214.0,3.0,15.6,0.0,2.3,4,25.0,1.0,2.0,2.09,523.63
4.0,212.0,4.0,12.5,0.0,2.3,8,15.0,1.0,7.0,1.5,1413.1
2.0,461.0,0.0,13.3,3.0,1.6,8,15.0,1.0,5.0,1.1,1315.0
2.0,413.0,2.0,11.6,0.0,1.44,2,22.0,1.0,5.0,0.98,191.9
7.0,240.0,1.0,17.3,3.0,2.8,12,17.0,2.0,5.0,3.35,1999.0
4.0,441.0,3.0,15.6,13.0,2.5,8,15.0,2.0,5.0,2.06,1749.0
10.0,390.0,3.0,15.6,0.0,2.0,4,25.0,1.0,5.0,2.1,489.9
7.0,457.0,5.0,15.6,3.0,2.8,8,15.0,2.0,5.0,3.14,2064.9
2.0,431.0,3.0,15.6,3.0,2.4,6,15.0,2.0,5.0,2.0,577.0
11.0,129.0,1.0,15.6,3.0,2.6,16,4.0,2.0,5.0,1.91,2153.37
5.0,221.0,3.0,15.6,0.0,2.5,8,15.0,1.0,5.0,2.2,799.0
13.0,320.0,4.0,13.5,6.0,2.5,8,15.0,1.0,6.0,1.25,1340.0
10.0,149.0,3.0,15.6,3.0,1.1,4,25.0,1.0,5.0,2.2,344.0
10.0,217.0,1.0,15.6,3.0,2.8,8,17.0,2.0,4.0,2.4,1149.0
2.0,291.0,1.0,17.3,3.0,2.9,16,15.0,2.0,5.0,3.6,2999.0
2.0,472.0,3.0,14.0,3.0,2.5,8,15.0,1.0,5.0,2.0,945.0
10.0,162.0,1.0,15.6,3.0,2.6,8,4.0,2.0,5.0,2.6,1272.0
7.0,318.0,2.0,11.6,0.0,1.6,2,22.0,1.0,5.0,1.17,209.0
10.0,145.0,3.0,15.6,3.0,2.3,6,3.0,2.0,5.0,2.4,569.0
1.0,225.0,4.0,13.3,10.0,2.3,8,15.0,1.0,8.0,1.37,1518.55
2.0,107.0,1.0,17.3,3.0,2.6,16,4.0,2.0,5.0,4.3,2299.0
2.0,304.0,1.0,17.3,3.0,2.8,16,17.0,2.0,5.0,2.99,1749.0
0.0,40.0,3.0,15.6,0.0,2.5,4,15.0,1.0,5.0,2.1,599.0
2.0,461.0,0.0,13.3,3.0,2.5,8,15.0,1.0,5.0,1.1,1358.0
10.0,373.0,4.0,14.0,3.0,2.7,8,27.0,1.0,5.0,1.13,2499.0
16.0,307.0,3.0,15.6,0.0,2.1,4,3.0,1.0,5.0,2.1,498.0
10.0,152.0,3.0,15.6,0.0,2.0,4,3.0,1.0,4.0,2.2,369.0
7.0,243.0,4.0,15.6,3.0,1.8,8,15.0,2.0,5.0,1.83,699.0
2.0,473.0,4.0,14.0,3.0,2.7,8,15.0,1.0,5.0,1.25,1049.0
2.0,414.0,3.0,15.6,3.0,1.1,8,3.0,1.0,5.0,2.0,581.9
4.0,178.0,3.0,15.6,3.0,2.7,16,15.0,0.0,2.0,2.36,899.0
2.0,74.0,0.0,12.5,3.0,1.2,8,32.0,1.0,1.0,1.2,1159.0
7.0,457.0,5.0,17.3,3.0,2.6,8,15.0,2.0,7.0,3.0,3949.4
4.0,262.0,5.0,15.6,3.0,2.7,16,15.0,2.0,5.0,2.17,1975.0
10.0,370.0,3.0,14.0,3.0,2.7,8,15.0,1.0,5.0,1.58,1480.0
10.0,60.0,3.0,15.6,3.0,2.3,8,9.0,0.0,4.0,2.32,599.0
15.0,233.0,4.0,13.3,3.0,2.7,16,15.0,1.0,5.0,0.81,1649.0
1.0,223.0,4.0,12.0,7.0,1.2,8,15.0,1.0,8.0,0.92,1262.4
7.0,275.0,3.0,17.3,3.0,1.6,8,9.0,2.0,5.0,2.5,896.0
2.0,100.0,1.0,15.6,3.0,2.8,8,15.0,2.0,5.0,2.5,999.0
7.0,275.0,3.0,17.3,3.0,1.6,8,9.0,2.0,5.0,2.5,914.0
10.0,144.0,3.0,15.6,3.0,2.5,6,9.0,1.0,5.0,2.4,564.0
7.0,10.0,3.0,15.6,0.0,2.5,8,9.0,1.0,5.0,2.04,559.0
10.0,150.0,3.0,15.6,3.0,2.7,4,9.0,2.0,5.0,2.2,799.0
2.0,305.0,1.0,17.3,3.0,3.0,16,17.0,0.0,5.0,3.2,1549.0
7.0,275.0,3.0,17.3,2.0,2.5,8,9.0,2.0,5.0,2.63,910.0
7.0,7.0,3.0,15.6,3.0,2.0,6,9.0,0.0,5.0,2.04,539.0
10.0,384.0,3.0,15.6,0.0,1.1,4,3.0,1.0,4.0,1.9,270.62
10.0,143.0,3.0,17.3,2.0,2.3,8,0.0,0.0,5.0,3.0,659.0
10.0,395.0,3.0,15.6,3.0,2.5,4,10.0,1.0,5.0,2.1,621.45
7.0,272.0,3.0,13.3,3.0,1.6,8,27.0,1.0,5.0,1.49,959.0
2.0,461.0,0.0,13.3,3.0,1.8,8,31.0,1.0,5.0,1.1,1499.0
7.0,25.0,3.0,17.3,2.0,2.0,8,9.0,1.0,5.0,2.54,489.0
10.0,385.0,3.0,15.6,0.0,1.1,4,9.0,1.0,4.0,1.9,252.36
10.0,397.0,3.0,15.6,3.0,2.5,8,4.0,0.0,5.0,1.9,813.0
4.0,173.0,3.0,15.6,0.0,2.0,4,9.0,0.0,5.0,2.2,545.67
7.0,235.0,1.0,15.6,3.0,2.8,8,4.0,2.0,5.0,2.2,1099.0
10.0,357.0,4.0,12.5,3.0,2.6,8,15.0,1.0,5.0,1.36,1760.0
7.0,273.0,3.0,14.0,3.0,1.6,8,15.0,1.0,5.0,1.63,860.0
4.0,174.0,3.0,15.6,3.0,1.8,8,15.0,0.0,2.0,2.14,735.07
17.0,394.0,3.0,14.0,0.0,1.44,2,22.0,1.0,5.0,1.45,210.8
7.0,234.0,1.0,17.3,3.0,2.3,8,4.0,2.0,5.0,3.35,1129.0
2.0,467.0,3.0,15.6,3.0,2.7,8,17.0,1.0,5.0,2.0,1224.0
